model,horizon,mae,rmse,mase,smape,directional_accuracy
xgboost,1,115.46647135416667,163.28517508274527,11.113991706489136,2.609525234832667,0.8181818181818182
xgboost,10,177.6184285481771,267.1563569558063,17.09630266390607,4.1928205416597875,0.7272727272727273
xgboost,20,354.3773193359375,487.382591114665,34.10987225882119,8.225322758514054,0.36363636363636365
xgboost,complete,219.96970825195314,321.6537884445442,21.17273944998599,5.137982643587823,0.4393305439330544
