model,horizon,mae,rmse,mase,smape,directional_accuracy
xgboost,1,1565.953389485677,1626.0519884720268,151.01019026122972,45.1630584872363,0.2727272727272727
xgboost,10,1595.3746134440105,1644.6594804008114,153.84737855655018,46.2157152020236,0.18181818181818182
xgboost,20,1674.426249186198,1731.0531232085518,161.4705955910048,47.91157785395267,0.45454545454545453
xgboost,complete,1625.0359547932942,1681.7194807710366,156.7077221853154,46.749601641136806,0.4351464435146444
