date,actual,predicted
2024-01-11,2014.300048828125,2012.7660961620295
2024-01-12,2046.699951171875,2031.2460064874722
2024-01-16,2026.0,2021.0010669685055
2024-01-17,2002.5999755859373,2009.4253845113892
2024-01-18,2018.5999755859373,2013.8977148477811
2024-01-19,2026.5,2013.052542013962
2024-01-22,2019.800048828125,2002.0084273655116
2024-01-23,2023.699951171875,2005.6280422467973
2024-01-24,2013.9000244140625,2019.8149852926624
2024-01-25,2016.9000244140625,2020.273799962945
2024-01-26,2016.800048828125,2018.8829492014934
2024-01-29,2025.199951171875,2029.8340840179005
2024-01-30,2031.5,2029.9915733271373
2024-01-31,2048.39990234375,2029.2122752465664
2024-02-01,2053.0,2033.5300426085064
2024-02-02,2036.0999755859373,2018.5273617838534
2024-02-05,2025.699951171875,2005.7512369519914
2024-02-06,2034.5,2008.6122321729672
2024-02-07,2035.199951171875,2006.4098200743206
2024-02-08,2032.199951171875,2013.7174200393627
2024-02-09,2023.300048828125,2013.26656374694
2024-02-12,2018.199951171875,2018.0689902367442
2024-02-13,1992.9000244140625,1997.4225079513467
2024-02-14,1990.300048828125,2005.0018052916673
2024-02-15,2002.0999755859373,2023.6176423936167
2024-02-16,2011.5,2038.4306724377311
2024-02-20,2027.5,2030.6841842433464
2024-02-21,2022.300048828125,2024.331682580047
2024-02-22,2019.699951171875,2023.4666614745688
2024-02-23,2038.5999755859373,2029.6330624547732
2024-02-26,2028.5,2016.4347632216334
2024-02-27,2034.0,2016.0726029399773
2024-02-28,2033.0,2011.3891081982051
2024-02-29,2045.699951171875,2018.505882201181
2024-03-01,2086.89990234375,2033.7168039667608
2024-03-04,2117.699951171875,2050.8054332419333
2024-03-05,2133.5,2051.7735518741856
2024-03-06,2150.300048828125,2068.148071483302
2024-03-07,2158.0,2074.3483279555157
2024-03-08,2178.60009765625,2073.685677133661
2024-03-11,2182.5,2077.5563400544065
2024-03-12,2160.39990234375,2068.700175355203
2024-03-13,2175.39990234375,2090.4722288136086
2024-03-14,2163.0,2086.0105488814606
2024-03-15,2157.300048828125,2095.205704525235
2024-03-18,2160.699951171875,2092.31726406415
2024-03-19,2156.300048828125,2089.271896681824
2024-03-20,2157.89990234375,2089.6630394950967
2024-03-21,2182.39990234375,2085.6192897525584
2024-03-22,2158.10009765625,2079.906027935782
2024-03-25,2174.800048828125,2080.88096298139
2024-03-26,2175.60009765625,2073.3999619481974
2024-03-27,2190.60009765625,2077.936753311268
2024-03-28,2217.39990234375,2081.7794841561886
2024-04-01,2236.5,2084.6506974002687
2024-04-02,2261.0,2110.6295949982023
2024-04-03,2294.39990234375,2145.5111753481715
2024-04-04,2288.800048828125,2151.4209139379527
2024-04-05,2325.699951171875,2158.9001292082335
2024-04-08,2331.699951171875,2167.438870519007
