train,validation
0.00918438330639407,0.01159802073036357
0.0091273998177303,0.01156783782325067
0.0090742407997359,0.01156851308882799
0.00900131733815687,0.01159635503576944
0.00893878872162689,0.01158396270462716
0.0088612418412552,0.01155191231211618
0.00873437764613505,0.01159832572017531
0.00865395484197426,0.01157978297049623
0.00857694113348046,0.01147880538316499
0.00852238545861552,0.01146727654557902
0.00847400340384908,0.01145821510764191
0.00836470446338117,0.01151541305074387
0.00825486375857273,0.01158564623232902
0.00817489875131211,0.01155731104052394
0.00811358831934652,0.01155031737861642
0.0080368008288398,0.01154197940349896
0.00796323416172704,0.01153372624767897
0.00786593622321629,0.01153364178525214
0.00778724449341395,0.01151880394354054
0.00774761017096182,0.01159727185783845
0.00766927588671846,0.01159788925318936
0.00757711568463156,0.01163002904525332
0.00749843519974625,0.01155883551132707
0.00741403964679869,0.01154778234878487
0.00735527340795821,0.01154778331298228
0.00731301469565894,0.01156087746678562
0.00724420446919638,0.01156097186783822
0.00716330969240872,0.01151693130266783
0.00710177451162714,0.01150734983626668
0.00702653322790501,0.01146339820271452
0.00698605604257315,0.01146236345417184
0.00694381840166613,0.01143127918111637
0.00688058880045489,0.01143424541893327
0.00679634086638138,0.01143305993633152
0.00675459964729356,0.01145114890410129
0.00671381207305654,0.01147251662580618
0.00661075956519366,0.01148210237517499
0.00654226957044704,0.01148341472980068
0.00649840828096414,0.01148574340916931
0.00641869857412881,0.01149204546354291
0.00632793024843688,0.01150051898869701
0.0062479141072181,0.01150800082956703
0.00620567305969253,0.01148614355099392
0.00612093335545267,0.01150031725009401
0.0060373614176014,0.01150418892047157
0.00598129868971083,0.01150508299097604
0.005941116196339,0.01148628748020024
0.00586977917745166,0.01154229133306967
0.00581848205687243,0.01154106210543648
0.00577675399367646,0.01153826995086353
0.00571548501179381,0.01153691609139916
0.00568354127125092,0.01154835650994916
0.00564466248898437,0.01155063341683272
0.00555951987665678,0.01154916543252013
0.00549610075755944,0.01157813154098247
0.00545292207355708,0.01157662721273454
0.00536917651099799,0.01157637889747873
0.00531801426003936,0.01160101819108323
0.00522921478968262,0.01163322070669394
0.00515333271415348,0.01164429008231512
0.00510037823740864,0.01164214653930313
0.00506384916500732,0.01160319424626316
0.00503606504105843,0.01160590679140067
0.00496204336977827,0.01162270181436687
0.00491116345206866,0.01163848827326205
0.00487821290804786,0.01163773991350668
0.00480019355278656,0.01164724625094148
0.00474005714804598,0.01164742592088978
0.00466934032751426,0.01166041038011901
0.00459213074127046,0.01165873166186786
0.00451536017179665,0.01165248728720453
0.0044832937711892,0.0116552764606933
0.00443131098251179,0.01164884077378318
0.00436737684051289,0.01164870852594257
0.00433790124062299,0.01167440761429155
0.0042999243075474,0.01169260713765952
0.00426202688842672,0.01171033441073044
0.00421025328967439,0.01171025545372168
0.00418918556994793,0.01170907723363225
0.00414945591435098,0.01169907370994287
0.0041246911461773,0.01169860302598883
0.00407940201977426,0.01170410863987379
0.004024359369973,0.01171769188630176
0.00398286360432939,0.01171741914543413
0.00394988237317227,0.01173251624754438
0.00391359729842565,0.01174029862679303
0.00386505164187676,0.01174556973036648
0.00381897292156302,0.01175773040761582
0.00375354466156942,0.01175933689548726
0.00373194534202798,0.01176118532610462
0.00371094151782742,0.01175680759366608
0.00367321136733458,0.01175776563342897
0.00361832682149296,0.01175812265026804
0.00360037198342177,0.01176042572988179
0.00356489889672299,0.0117697973821647
0.00352418377521275,0.01176787019399318
0.00346820226403344,0.01177165646523755
0.00343893033457516,0.01177953699680072
0.00342289547402186,0.01178022783159682
0.00337480984635078,0.01178053722383408
0.00332998630414158,0.0117799830407722
0.00330557550877013,0.01182310373677163
0.00325460513277146,0.01182538164449385
0.00919055110378224,0.01137152171675094
0.00911322225219728,0.0113475886750713
0.00904976408626495,0.01134817887662444
0.00897889308351601,0.01136470062509403
0.00889696143826533,0.0113884218680967
0.00884299413984164,0.01144847902299092
0.00875203088279678,0.01143546502592791
0.00867548447369366,0.01144956142323363
0.00862288820630132,0.01151176092073029
0.00857900709690509,0.01159726953369264
0.00853795917826595,0.01167091505653261
0.00847675757858389,0.01175066334914778
0.00839098424859945,0.01174441983850901
0.00832580836676749,0.0118238633461695
0.00824354801166552,0.0118130844440432
0.00816494638645321,0.01180924642269975
0.00807911103664889,0.0118997516183623
0.00799175523605362,0.01190222195394965
0.0078837246913114,0.01189444064506879
0.00780050891986638,0.01189605134384104
0.00768435653529229,0.01194651485362503
0.0076382904460514,0.01194047393094671
0.00751689476469755,0.0119900316196007
0.00739355892470921,0.01204436079675211
0.00728901774335343,0.01208526626154618
0.00722737043850075,0.01208429199809519
0.00717822513566748,0.01208142122606311
0.00711265079861313,0.01214697059596647
0.00701558798092979,0.01213702762912617
0.00695211435976768,0.012130634546892
0.0068832625244933,0.01222187071196379
0.00682509761273971,0.01224590974618556
0.00676061979621697,0.012326863718933
0.00667031464670642,0.01242958297892859
0.0065806779597928,0.01242787197973485
0.00651567121451643,0.012508658337988
0.00647267679040621,0.01250613800786155
0.006366674093071,0.01251004696675189
0.0063109752835492,0.01251360364312661
0.00624018063072037,0.01248414457049957
0.006147312938936,0.01247765601977325
0.00606807997002043,0.01247152958283588
0.00600640564809585,0.01256767684155212
0.00596386333142879,0.01256940160528643
0.0058760668430243,0.01262383255580012
0.00581057006091429,0.01271831980493694
0.00576235826834283,0.01281334731575539
0.00570783170229878,0.01288778268460681
0.00566858469168593,0.01288787542807024
0.00560201061874888,0.01288464278400846
0.005551512242388,0.01298099645517089
0.00546887081215886,0.01297850027110474
0.00544424724811716,0.01297802133747016
0.00539778321083456,0.01308134127835454
0.00532674509192401,0.01308297167772261
0.00524880458122629,0.01309144067352391
0.00517517766797585,0.01308681038511248
0.00510180144402276,0.01308512780610484
0.00500301237701095,0.01308969334768134
0.00493182987929117,0.01313948679659412
0.00488143099600977,0.01314156495218703
0.00479205837809192,0.0131388783519243
0.00475861242555332,0.01314128899667584
0.0046947047962947,0.01313985759037969
0.00464759248533254,0.01322873105736539
0.0046192510602015,0.01322382333683486
0.004586094347374,0.01322605799864803
0.00454351038915439,0.01330900210541481
0.00446932648595627,0.01334102727304319
0.00440780103974404,0.01335924000622521
0.00435745566380962,0.01338039479759301
0.00433394940532955,0.01332294088409542
0.00430152624742285,0.01340156156386907
0.00424065188991795,0.01340012580695848
