model,horizon,mae,rmse,mase,smape,directional_accuracy
chronos_bolt,1,109.89426450376163,221.73196734927245,12.750134722933533,2.346365102976275,1.0
chronos_bolt,10,184.97604483145255,242.52771471089773,21.461260992703433,4.035828801953136,0.8181818181818182
chronos_bolt,20,334.43523717809603,481.3868133844789,38.80179142534773,7.348729609593501,0.5454545454545454
chronos_bolt,complete,206.8972846137153,308.6381847224623,24.004603557301177,4.497252526083934,0.4686192468619247
