model,horizon,mae,rmse,mase,smape,directional_accuracy
patchtst,1,213.83354593098954,276.18770862511127,24.80936135488116,4.712487443433816,0.9090909090909091
patchtst,10,205.0193841145834,241.67106794235116,23.786726086913482,4.719936333890044,0.6363636363636364
patchtst,20,345.9751375976562,462.9012780705551,40.14067190016626,7.813751820037566,0.5454545454545454
patchtst,complete,227.5866306868489,292.88350719616915,26.405019547644514,5.1768016766751765,0.4769874476987448
