date,actual,predicted
2024-01-11,2014.300048828125,2017.968035888672
2024-01-12,2046.699951171875,2014.5350646972656
2024-01-16,2026.0,2014.5349060058593
2024-01-17,2002.5999755859373,2016.5946960449219
2024-01-18,2018.5999755859373,2019.3411560058594
2024-01-19,2026.5,2024.1475341796875
2024-01-22,2019.800048828125,2020.02783203125
2024-01-23,2023.699951171875,2026.2075988769532
2024-01-24,2013.9000244140625,2030.3273132324218
2024-01-25,2016.9000244140625,2035.820135498047
2024-01-26,2016.800048828125,2035.1335693359374
2024-01-29,2025.199951171875,2032.3869262695312
2024-01-30,2031.5,2030.327130126953
2024-01-31,2048.39990234375,2032.3869323730469
2024-02-01,2053.0,2026.8940002441407
2024-02-02,2036.0999755859373,2024.147528076172
2024-02-05,2025.699951171875,2037.1933837890624
2024-02-06,2034.5,2033.760076904297
2024-02-07,2035.199951171875,2035.8201416015625
2024-02-08,2032.199951171875,2033.760430908203
2024-02-09,2023.300048828125,2036.5067138671875
2024-02-12,2018.199951171875,2036.5067138671875
2024-02-13,1992.9000244140625,2035.1335754394531
2024-02-14,1990.300048828125,2028.9540649414062
2024-02-15,2002.0999755859373,2026.8940063476562
2024-02-16,2011.5,2035.8201477050782
2024-02-20,2027.5,2034.4468994140625
2024-02-21,2022.300048828125,2044.0596130371093
2024-02-22,2019.699951171875,2046.8059875488282
2024-02-23,2038.5999755859373,2054.358819580078
2024-02-26,2028.5,2063.971295166016
2024-02-27,2034.0,2068.0911560058594
2024-02-28,2033.0,2072.2109497070314
2024-02-29,2045.699951171875,2074.270849609375
2024-03-01,2086.89990234375,2072.897357177734
2024-03-04,2117.699951171875,2074.2705810546877
2024-03-05,2133.5,2071.524206542969
2024-03-06,2150.300048828125,2072.897528076172
2024-03-07,2158.0,2077.017059326172
2024-03-08,2178.60009765625,2072.897430419922
2024-03-11,2182.5,2080.4501770019533
2024-03-12,2160.39990234375,2082.509979248047
2024-03-13,2175.39990234375,2090.749371337891
2024-03-14,2163.0,2073.5839965820314
2024-03-15,2157.300048828125,2078.3904541015627
2024-03-18,2160.699951171875,2068.777911376953
2024-03-19,2156.300048828125,2070.8374755859377
2024-03-20,2157.89990234375,2070.8374450683596
2024-03-21,2182.39990234375,2070.8374450683596
2024-03-22,2158.10009765625,2074.957415771484
2024-03-25,2174.800048828125,2075.6438110351564
2024-03-26,2175.60009765625,2065.3444396972654
2024-03-27,2190.60009765625,2059.851690673828
2024-03-28,2217.39990234375,2064.658056640625
2024-04-01,2236.5,2067.4044860839845
2024-04-02,2261.0,2066.0314331054688
2024-04-03,2294.39990234375,2070.150958251953
2024-04-04,2288.800048828125,2073.5839965820314
2024-04-05,2325.699951171875,2074.2705810546877
2024-04-08,2331.699951171875,2077.016961669922
2024-04-09,2343.5,2079.077117919922
2024-04-10,2329.60009765625,2077.7039001464846
2024-04-11,2354.800048828125,2080.4502868652344
2024-04-12,2356.199951171875,2090.749371337891
2024-04-15,2365.800048828125,2054.1241455078125
2024-04-16,2390.800048828125,2056.8991455078126
2024-04-17,2371.699951171875,2057.593115234375
2024-04-18,2382.300048828125,2058.2865966796876
2024-04-19,2398.39990234375,2063.8365966796873
2024-04-22,2332.199951171875,2065.917626953125
2024-04-23,2327.699951171875,2063.142919921875
2024-04-24,2324.5,2061.75537109375
2024-04-25,2329.800048828125,2065.2239501953127
2024-04-26,2334.800048828125,2066.6114990234373
2024-04-29,2345.39990234375,2067.305078125
2024-04-30,2291.39990234375,2067.305078125
2024-05-01,2299.89990234375,2065.2240478515623
2024-05-02,2299.199951171875,2060.367919921875
2024-05-03,2299.0,2060.368115234375
2024-05-06,2321.60009765625,2063.8365966796873
2024-05-07,2315.199951171875,2063.142919921875
2024-05-08,2313.60009765625,2063.8366943359374
2024-05-09,2332.10009765625,2057.5931091308594
2024-05-10,2367.300048828125,2052.043115234375
2024-05-13,2336.10009765625,2049.9621826171874
2024-05-14,2353.39990234375,2054.1243286132812
2024-05-15,2388.699951171875,2057.593115234375
2024-05-16,2380.0,2063.8364990234377
2024-05-17,2412.199951171875,2067.998944091797
2024-05-20,2433.89990234375,2073.548651123047
2024-05-21,2421.699951171875,2073.5486572265627
2024-05-22,2389.199951171875,2072.8550720214844
2024-05-23,2335.0,2078.4049743652345
2024-05-24,2332.5,2073.5485595703126
2024-05-28,2355.199951171875,2075.6298767089843
2024-05-29,2340.300048828125,2074.936199951172
2024-05-30,2342.89990234375,2077.0173278808593
2024-05-31,2322.89990234375,2070.0803649902346
2024-06-03,2346.60009765625,2071.4675231933593
2024-06-04,2325.5,2073.548651123047
2024-06-05,2354.10009765625,2073.548553466797
2024-06-06,2370.300048828125,2077.0173278808593
2024-06-07,2305.199951171875,2081.8734619140623
2024-06-10,2307.699951171875,2081.1796875
2024-06-11,2307.5,2081.8732666015626
2024-06-12,2336.0,2080.486004638672
2024-06-13,2300.199951171875,2081.8731689453125
2024-06-14,2331.39990234375,2079.0985595703123
2024-06-17,2312.39990234375,2087.4230773925783
2024-06-18,2330.39990234375,2083.9546020507814
2024-06-20,2353.800048828125,2089.504498291016
2024-06-21,2316.39990234375,2099.2165588378907
2024-06-24,2330.0,2104.0725952148437
2024-06-25,2316.60009765625,2097.1353393554687
2024-06-26,2299.199951171875,2106.1538146972657
2024-06-27,2324.5,2106.1538146972657
2024-06-28,2327.699951171875,2104.0727661132814
2024-07-01,2327.60009765625,2104.072686767578
2024-07-02,2323.0,2100.6039978027343
2024-07-03,2359.800048828125,2095.7479736328123
2024-07-05,2388.5,2106.8475830078123
2024-07-08,2355.199951171875,2106.847686767578
2024-07-09,2360.10009765625,2108.2350219726563
2024-07-10,2372.199951171875,2106.1536254882812
2024-07-11,2415.0,2108.235040283203
2024-07-12,2414.0,2115.8660583496094
2024-07-15,2422.89990234375,2110.3161682128907
2024-07-16,2462.39990234375,2106.1538146972657
2024-07-17,2454.800048828125,2108.5171875
2024-07-18,2451.800048828125,2108.5170776367186
2024-07-19,2395.5,2109.9224609375
2024-07-22,2392.0,2112.732873535156
2024-07-23,2404.60009765625,2115.543212890625
2024-07-24,2413.300048828125,2116.2457641601563
2024-07-25,2351.89990234375,2119.7589111328125
2024-07-26,2380.0,2121.866943359375
2024-07-29,2377.300048828125,2121.8665771484375
2024-07-30,2405.0,2123.97470703125
2024-07-31,2426.5,2126.7849365234374
2024-08-01,2435.0,2125.379528808594
2024-08-02,2425.699951171875,2120.4614379882814
2024-08-05,2401.699951171875,2124.676971435547
2024-08-06,2389.10009765625,2120.4613525390623
2024-08-07,2390.5,2124.676965332031
2024-08-08,2422.199951171875,2127.48740234375
2024-08-09,2432.10009765625,2128.1898498535156
2024-08-12,2462.39990234375,2128.1901428222654
2024-08-13,2466.699951171875,2128.1902099609374
2024-08-14,2439.39990234375,2127.4876037597655
