train,validation
0.10379890316667464,0.24233168363571167
0.01051935522029033,0.345584511756897
0.00925923861706486,0.36946383118629456
0.04102272346902352,0.2866530418395996
0.04480979534295889,0.3231157958507538
0.024239746681772745,0.36372658610343933
0.022389889532474404,0.6184813976287842
0.03445905300252365,0.6071670055389404
0.029904732720531298,0.7558332085609436
0.028762857041632135,1.3325591087341309
0.03045804452179282,1.3944625854492188
0.02089819494885073,1.2803754806518555
0.019560191801179256,1.2417221069335938
0.039063250409689415,1.2332394123077393
